,Accession,Geo_Location,s-gene_location,gene_length,protein_id,protein_length
2260,MT226610,China,[21562:25384](+),3822.0,QIO04367.1,1273.0
2265,MT192759,Taiwan,[21535:25357](+),3822.0,QIK50417.1,1273.0
2266,MT192765,USA,[21555:25377](+),3822.0,QIK50427.1,1273.0
2267,MT192772,Vietnam,[21562:25384](+),3822.0,QIK50438.1,1273.0
2268,MT192773,Vietnam,[21561:25383](+),3822.0,QIK50448.1,1273.0
2277,MT188339,USA,[21508:25330](+),3822.0,QIK02944.1,1273.0
2278,MT188340,USA,[21508:25330](+),3822.0,QIK02954.1,1273.0
2279,MT188341,USA,[21511:25333](+),3822.0,QIK02964.1,1273.0
2280,MT184907,USA,[21562:25384](+),3822.0,QIJ96463.1,1273.0
2281,MT184908,USA,[21562:25384](+),3822.0,QIJ96473.1,1273.0
2282,MT184909,USA,[21562:25384](+),3822.0,QIJ96483.1,1273.0
2283,MT184910,USA,[21562:25384](+),3822.0,QIJ96493.1,1273.0
2284,MT184911,USA,[21562:25384](+),3822.0,QIJ96503.1,1273.0
2285,MT184912,USA,[21562:25384](+),3822.0,QIJ96513.1,1273.0
2286,MT184913,USA,[21562:25384](+),3822.0,QIJ96523.1,1273.0
2294,MT163720,USA,[21391:25213](+),3822.0,QII87830.1,1273.0
2298,MT066156,Italy,[21562:25384](+),3822.0,QIA98554.1,1273.0
2300,MT159705,USA,[21562:25384](+),3822.0,QII57168.1,1273.0
2301,MT159706,USA,[21562:25384](+),3822.0,QII57178.1,1273.0
2302,MT159707,USA,[21562:25384](+),3822.0,QII57188.1,1273.0
2303,MT159708,USA,[21562:25384](+),3822.0,QII57198.1,1273.0
2304,MT159709,USA,[21562:25384](+),3822.0,QII57208.1,1273.0
2305,MT159710,USA,[21562:25384](+),3822.0,QII57218.1,1273.0
2306,MT159711,USA,[21562:25384](+),3822.0,QII57228.1,1273.0
2307,MT159712,USA,[21562:25384](+),3822.0,QII57238.1,1273.0
2308,MT159713,USA,[21562:25384](+),3822.0,QII57248.1,1273.0
2309,MT159714,USA,[21562:25384](+),3822.0,QII57258.1,1273.0
2310,MT159715,USA,[21562:25384](+),3822.0,QII57268.2,1273.0
2311,MT159716,USA,[21547:25369](+),3822.0,QII57278.1,1273.0
2312,MT159717,USA,[21562:25384](+),3822.0,QII57288.1,1273.0
2313,MT159718,USA,[21562:25384](+),3822.0,QII57298.1,1273.0
2314,MT159719,USA,[21562:25384](+),3822.0,QII57308.1,1273.0
2315,MT159720,USA,[21562:25384](+),3822.0,QII57318.1,1273.0
2316,MT159721,USA,[21562:25384](+),3822.0,QII57328.1,1273.0
2317,MT159722,USA,[21562:25384](+),3822.0,QII57338.1,1273.0
2320,LC529905,Japan,[21562:25384](+),3822.0,BCB15090.1,1273.0
2322,MT050493,India,[21542:25364](+),3822.0,QIA98583.1,1273.0
2323,MT152824,USA,[21560:25382](+),3822.0,QIH55221.1,1273.0
2329,MT126808,Brazil,[21562:25384](+),3822.0,QIG55994.1,1273.0
2336,MT123290,China,[21565:25387](+),3822.0,QIE07451.1,1273.0
2337,MT123291,China,[21559:25381](+),3822.0,QIE07461.1,1273.0
2338,MT123292,China,[21562:25384](+),3822.0,QIE07471.1,1273.0
2339,MT123293,China,[21556:25378](+),3822.0,QIE07481.1,1273.0
2340,MT118835,USA,[21562:25384](+),3822.0,QID98794.1,1273.0
2343,MT106052,USA,[21562:25384](+),3822.0,QID21048.1,1273.0
2344,MT106053,USA,[21562:25384](+),3822.0,QID21058.1,1273.0
2345,MT106054,USA,[21562:25384](+),3822.0,QID21068.1,1273.0
2346,MT093571,Sweden,[21562:25384](+),3822.0,QIC53204.1,1273.0
2347,MT093631,China,[21549:25371](+),3822.0,QIC53213.1,1273.0
2360,MT072688,Nepal,[21547:25369](+),3822.0,QIB84673.1,1273.0
2364,MT066175,Taiwan,[21562:25384](+),3822.0,QIA98596.1,1273.0
2365,MT066176,Taiwan,[21562:25384](+),3822.0,QIA98606.1,1273.0
2375,MT044257,USA,[21562:25384](+),3822.0,QHZ87582.1,1273.0
2376,MT044258,USA,[21538:25360](+),3822.0,QHZ87592.1,1273.0
2377,MT049951,China,[21562:25384](+),3822.0,QIA20044.1,1273.0
2382,MT039873,China,[21559:25381](+),3822.0,QHZ00358.1,1273.0
2383,MT039887,USA,[21559:25381](+),3822.0,QHZ00389.1,1273.0
2384,MT039888,USA,[21562:25384](+),3822.0,QHZ00399.1,1273.0
2385,MT039890,South Korea,[21562:25384](+),3822.0,QHZ00379.1,1273.0
2387,MT027062,USA,[21562:25384](+),3822.0,QHW06039.1,1273.0
2388,MT027063,USA,[21562:25384](+),3822.0,QHW06049.1,1273.0
2389,MT027064,USA,[21562:25384](+),3822.0,QHW06059.1,1273.0
2390,MT019529,China,[21562:25384](+),3822.0,QHU36824.1,1273.0
2391,MT019530,China,[21562:25384](+),3822.0,QHU36834.1,1273.0
2392,MT019531,China,[21562:25384](+),3822.0,QHU36844.1,1273.0
2393,MT019532,China,[21562:25384](+),3822.0,QHU36854.1,1273.0
2394,MT019533,China,[21562:25384](+),3822.0,QHU36864.1,1273.0
2395,MT020781,Finland,[21562:25384](+),3822.0,QHU79173.2,1273.0
2396,MT020880,USA,[21562:25384](+),3822.0,QHU79194.1,1273.0
2397,MT020881,USA,[21562:25384](+),3822.0,QHU79204.1,1273.0
2402,MT007544,Australia,[21562:25384](+),3822.0,QHR84449.1,1273.0
2405,MN996527,China,[21529:25351](+),3822.0,QHR63250.2,1273.0
2406,MN996528,China,[21562:25384](+),3822.0,QHR63260.2,1273.0
2407,MN996529,China,[21550:25372](+),3822.0,QHR63270.2,1273.0
2408,MN996530,China,[21548:25370](+),3822.0,QHR63280.2,1273.0
2409,MN996531,China,[21549:25371](+),3822.0,QHR63290.2,1273.0
2410,MN988668,China,[21561:25383](+),3822.0,QHO62107.1,1273.0
2411,MN988669,China,[21561:25383](+),3822.0,QHO62112.1,1273.0
2412,MN994467,USA,[21562:25384](+),3822.0,QHQ71963.1,1273.0
2413,MN994468,USA,[21562:25384](+),3822.0,QHQ71973.1,1273.0
2414,MN997409,USA,[21562:25384](+),3822.0,QHQ82464.1,1273.0
2415,MN988713,USA,[21562:25384](+),3822.0,QHO62877.1,1273.0
2416,MN938384,China,[21530:25352](+),3822.0,QHN73795.1,1273.0
2423,MN975262,China,[21562:25384](+),3822.0,QHN73810.1,1273.0
2430,MN985325,USA,[21562:25384](+),3822.0,QHO60594.1,1273.0
2433,MN908947,China,[21562:25384](+),3822.0,QHD43416.1,1273.0
