,Metabolit,Part,Molecular Formula,Molecular Weight,CID Kanaya,CID Pubchem,Canonical SMILES,Referensi  Antivirus,Referensi  Antimalaria/Antiplasmodium,Referensi  Treatment Meningitis,enumerator,species,CID PubChem,Referensi,Akar,Batang,Daun,Bunga,Buah,Referensi kandungan,Referensi Kandungan,Biji,Essential oil,Cabang,sinonim,Referensi 1,Referensi 2,referensi 3 (part),Sinonim,Referensi 1 (Metabolite),Referensi 2 ,Referensi 3,Referensi 1 (metabolit),"Referensi 2 (3D, Smiles)"
1715,apigenin,,C15H10O5,270.24,,5280443,C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,,,,Rahma (RN),Pterygota alata,,,,,v,,,,https://www.researchgate.net/publication/322195516_Pterygota_alata_Roxb_R_Br_Chemical_constituents_anti-hyperglycemic_effect_and_anti-oxidative_stress_in_alloxan-induced_diabetic_rats,,,,,,,,,,,,,
1716,"apigenin 7,4'-dimethyl ether",,C17H14O5,298.29,,5281601,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)OC)O,,,,Rahma (RN),Pterygota alata,,,,,v,,,,https://www.researchgate.net/publication/322195516_Pterygota_alata_Roxb_R_Br_Chemical_constituents_anti-hyperglycemic_effect_and_anti-oxidative_stress_in_alloxan-induced_diabetic_rats,,,,,,,,,,,,,
1717,acacetin,,C16H12O5,284.26,,5280442,COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,,,,Rahma (RN),Pterygota alata,,,,,v,,,,https://www.researchgate.net/publication/322195516_Pterygota_alata_Roxb_R_Br_Chemical_constituents_anti-hyperglycemic_effect_and_anti-oxidative_stress_in_alloxan-induced_diabetic_rats,,,,,,,,,,,,,
1718,"1,2,3-trimethyl-Benzene",,,,,,,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1719,D-limonene,,C10H16,136.23,,440917,CC1=CCC(CC1)C(=C)C,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1720,"Phytol, acetate",,C22H42O2,338.6,,6428538,CC(C)CCCC(C)CCCC(C)CCCC(=CCOC(=O)C)C,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1721,"3,7,11,15-Tetramethyl-2-hexadecen-1-ol",,,,,,,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1722,"Hexadecanoic acid, methyl ester",,C17H34O2,270.5,,8181,CCCCCCCCCCCCCCCC(=O)OC,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1723,n-Hexadecanoic acid,,C16H32O2,256.42,,985,CCCCCCCCCCCCCCCC(=O)O,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1724,Stigmasterol,,C29H48O,412.7,,5280794,CCC(C=CC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1725,gamma-sitosterol,,C29H50O,414.7,,457801,CCC(CCC(C)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)C(C)C,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1726,"4,7,7-trimethyl-Bicyclo[2.2.1]heptan-2-ol",,,,,,,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1727,"Stigmastane-3,6-dione, (5.α)-",,C29H48O2,428.7,,13992092,CCC(CCC(C)C1CCC2C1(CCC3C2CC(=O)C4C3(CCC(=O)C4)C)C)C(C)C,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1728,Cholest-4-en-3-one,,C27H44O,348.6,,91477,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1729,Cholestan-3-one,,C27H46O,386.7,,85881,CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(=O)C4)C)C,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1730,"(3β,23E)-9,19-Cyclolanost-23-ene-3,25-diol",,,,,,,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1731,"4,22-Cholestadien-3-one",,,,,,,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1732,"(9β,13α,14β,17α)-Lanost-7-en-3-one",,C30H50O,426.7,,91691424,CC(C)CCCC(C)C1CCC2(C1(CCC3C2=CCC4C3(CCC(=O)C4(C)C)C)C)C,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1733,"Ergosta-4,6,22-trien-3-one",,,,,,,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1734,"(3β)-9,19-Cyclolanostan-3-ol acetate",,,,,,,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1735,"2,5,5,8a-Tetramethyl-4-methylene-4a,5,6,7,8,8a-hexahydro-4H-chromene",,,,,,,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1736,Stigmast-4-en-3-one,,C29H48O,412.7,,5484202,CCC(CCC(C)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(C)C,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1737,beta-tocopherol,,C28H48O2,416.7,,6857447,CC1=CC(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1738,"Cholesta-4,6-dien-3-one",,C27H42O,382.6,,3034666,CC(C)CCCC(C)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1739,"4-methyl-1,5-diphenyl-3-(p-tolyl)-2-Azapentane-1,5-dione",,,,,,,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1740,dl-alpha-Tocopherol,,C29H50O2,430.7,,2116,CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)C)C(=C1O)C)C,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1741,"4,4-dimethyl-(5α)-Cholestan-3-one",,,,,,,,,,Rahma (RN),Pterospermum javanicum,,,,,,,,,https://www.researchgate.net/publication/319311663_GCMS_PROFILING_AND_EVALUATION_OF_ANTIBACTERIAL_AND_ANTIOXIDANT_ACTIVITIES_OF_BAYUR_Pterospermum_javanicum_BARK_EXTRACT,,,,,,,,,,,,,
1742,"3,4,-Dicaffeoyl quinic acid",,C25H24O12,516.4,,5281780,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)OC(=O)C=CC3=CC(=C(C=C3)O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1743,ascorbic acid,,C6H8O6,176.12,,54670067,C(C(C1C(=C(C(=O)O1)O)O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://res.mdpi.com/d_attachment/molecules/molecules-24-00038/article_deploy/molecules-24-00038.pdf,,,,,,,,,,,,,
1744,caffeic acid,,C9H8O4,180.04225874,,689043,C1=CC(=C(C=C1C=CC(=O)O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1745,carotene,,C40H56,536.9,,6419725,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=CC=C(C)C=CC=C(C)C=CC2C(=CCCC2(C)C)C)C)C,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://res.mdpi.com/d_attachment/molecules/molecules-24-00038/article_deploy/molecules-24-00038.pdf,,,,,,,,,,,,,
1746,Catechin O-glucopyranoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1747,cis 3-Caffeoylqunic acid,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1748,Cyanidin 4'-glucoside,,C21H21O11,449.10838652,C00006654,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,,,,,,,,,,,,,,
1749,epigallocatechin,,C15H14O7,306.27,,72277,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://www.researchgate.net/publication/222721668_Identification_and_quantification_of_polyphenolic_compounds_from_okra_seeds_and_skins,,,,,,,,,,,,,
1750,Feruloyl malate,,C14H14O8,310.26,,71694479,COC1=C(C=CC(=C1)C=CC(=O)OC(CC(=O)O)C(=O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1751,folic acid,,C19H19N7O6,441.4,,135398658,C1=CC(=CC=C1C(=O)NC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)NC(=N3)N,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://res.mdpi.com/d_attachment/molecules/molecules-24-00038/article_deploy/molecules-24-00038.pdf,,,,,,,,,,,,,
1752,gallic acid,,C21H20O12,464.09547611,,51402807,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1753,Gibberellin A1,,C19H24O6,348.1572885,C00000001,3509874,CC12C(CCC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,,,,,,,,,,,,,,
1754,Gibberellin A17,,C20H26O7,378.16785319,C00000017,5460657,CC1(CCCC2(C1C(C34C2CCC(C3)(C(=C)C4)O)C(=O)O)C(=O)O)C(=O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,,,,,,,,,,,,,,
1755,Gibberellin A20,,C19H24O5,332.16237388,C00000020,439635,CC12CCCC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,,,,,,,,,,,,,,
1756,Gibberellin A29,,C19H24O6,348.1572885,C00000029,14605548,CC12CC(CC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,,,,,,,,,,,,,,
1757,Gibberellin A3,,C19H22O6,346.14163844,C00000003,439551,CC12C(C=CC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,,,,,,,,,,,,,,
1758,Gibberellin A34,,C19H24O6,348.1572885,C00000034,443461,CC12C3C(C45CC(CCC4C3(CC(C1O)O)OC2=O)C(=C)C5)C(=O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,,,,,,,,,,,,,,
1759,Gibberellin A4,,C19H24O5,332.16237388,C00000004,622971,CC12C(CCC3(C1C(C45C3CCC(C4)C(=C)C5)C(=O)O)OC2=O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,,,,,,,,,,,,,,
1760,Gibberellin A44,,C20H26O5,346.17802394,C00000044,14464359,CC12CCCC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)COC2=O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,,,,,,,,,,,,,,
1761,Gibberellin A70,,C19H24O5,332.16237388,C00000070,131752273,CC12CCCC3(C1C(C45C3CC(C(C4)C(=C)C5)O)C(=O)O)OC2=O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,,,,,,,,,,,,,,
1762,Gibberellin A8,,C19H24O7,364.15220312,C00000008,440051,CC12C3C(C45CC(=C)C(C4)(CCC5C3(CC(C1O)O)OC2=O)O)C(=O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,,,,,,,,,,,,,,
1763,hyperin,,C21H19O12-,463.4,,90657624,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)[O-],,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://www.researchgate.net/publication/321310251_A_PHYTOPHARMACOLOGICAL_REVIEW_ON_ABELMOSCHUS_ESCULENTUS_LINN,v,,,,,,,,,,,,
1764,kaemferol,,C15H10O6,286.24,,5280863,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://www.researchgate.net/publication/222721668_Identification_and_quantification_of_polyphenolic_compounds_from_okra_seeds_and_skins,,,,,,,,,,,,,
1765,astragalin,,C21H20O11,448.4,,5282102,C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://www.researchgate.net/publication/222721668_Identification_and_quantification_of_polyphenolic_compounds_from_okra_seeds_and_skins,,,,,,,,,,,,,
1766,Kaempferol-O glucopyranoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1767,Kaempferol-O-arabinopyranoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1768,Kaempferol-O-feruloyldiglucopyranoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1769,linoleic acid,,C18H32O2,280.4,,5280450,CCCCCC=CCC=CCCCCCCCC(=O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://res.mdpi.com/d_attachment/molecules/molecules-24-00038/article_deploy/molecules-24-00038.pdf,,,,,,,,,,,,,
1770,myricitrin,,C15H10O8,318.23,,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://www.researchgate.net/publication/222721668_Identification_and_quantification_of_polyphenolic_compounds_from_okra_seeds_and_skins,,,,,,,,,,,,,
1771,myricitrin 3-O-glucoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://www.researchgate.net/publication/222721668_Identification_and_quantification_of_polyphenolic_compounds_from_okra_seeds_and_skins,,,,,,,,,,,,,
1772,niacin,,C6H5NO2,123.11,,938,C1=CC(=CN=C1)C(=O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://res.mdpi.com/d_attachment/molecules/molecules-24-00038/article_deploy/molecules-24-00038.pdf,,,,,,,,,,,,,
1773,oleic acid,,C18H34O2,282.5 g/mol,,445639,CCCCCCCC/C=C\CCCCCCCC(=O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://res.mdpi.com/d_attachment/molecules/molecules-24-00038/article_deploy/molecules-24-00038.pdf,,,,,,,,,,,,,
1774,oxalic acid,,C2H2O4,90.03,,971,C(=O)(C(=O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://res.mdpi.com/d_attachment/molecules/molecules-24-00038/article_deploy/molecules-24-00038.pdf,,,,,,,,,,,,,
1775,palmitic acid,,C16H32O2,256.42 g/mol,,985,CCCCCCCCCCCCCCCC(=O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://res.mdpi.com/d_attachment/molecules/molecules-24-00038/article_deploy/molecules-24-00038.pdf,,,,,,,,,,,,,
1776,protocatechuic acid,,C7H6O4,154.12,,72,C1=CC(=C(C=C1C(=O)O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/30956307,,,,,,,,,,,,,
1777,quercetin,,C15H10O7,302.23,,5280343,,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://www.researchgate.net/publication/222721668_Identification_and_quantification_of_polyphenolic_compounds_from_okra_seeds_and_skins,,,,,,,,,,,,,
1778,quercetin 3-O-diglucoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://www.researchgate.net/publication/222721668_Identification_and_quantification_of_polyphenolic_compounds_from_okra_seeds_and_skins,,,,,,,,,,,,,
1779,quercetin 3-O-glucoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://res.mdpi.com/d_attachment/molecules/molecules-24-00038/article_deploy/molecules-24-00038.pdf,,,,,,,,,,,,,
1780,quercetin-3-O-gentiobioside,,C27H30O17,626.5,,13915963,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)COC5C(C(C(C(O5)CO)O)O)O)O)O)O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/30956307,,,,,,,,,,,,,
1781,Quercetin-galloyldiglucopyranoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1782,Quercetin-O-arabinopyranoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1783,Quercetin-O-arabinoside-O-glucoside rhamnopyranoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1784,Quercetin-O-benzoylglucopyranoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1785,Quercetin-O-rhamnopyranoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1786,Quercetin-O-xyloside-O-rhamnopyranoside,,,,,,,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1787,quinic acid,,C7H12O6,192.17,,6508,C1C(C(C(CC1(C(=O)O)O)O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,v,,,,http://www.jocpr.com/articles/chemical-constituents-and-cytotoxic-evaluation-of-abelmoschus-esculentus-l-leaves-grown-in-egypt.pdf,,,,,,,,,,,,,
1788,riboflavine,,C17H20N4O6,376.4,,493570,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://res.mdpi.com/d_attachment/molecules/molecules-24-00038/article_deploy/molecules-24-00038.pdf,,,,,,,,,,,,,
1789,rutin,,C27H30O16,610.5,,5280805,,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://www.ncbi.nlm.nih.gov/pubmed/30956307,,,,,,,,,,,,,
1790,thiamine,,C12H17N4OS+,265.36,,1130,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://res.mdpi.com/d_attachment/molecules/molecules-24-00038/article_deploy/molecules-24-00038.pdf,,,,,,,,,,,,,
1791,uridine,,C9H12N2O6,244.2,,6029,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,,,,Rahma (RN),Abelmoschus esculentus,,,,,,,,,https://www.researchgate.net/publication/321310251_A_PHYTOPHARMACOLOGICAL_REVIEW_ON_ABELMOSCHUS_ESCULENTUS_LINN,v,,,,,,,,,,,,
1792,Gossypetin 7-glucoside,,C21H20O13,480.09039073,C00005688,44259995,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O)O,,,,Rahma (RN),Abutilon indicum,,,,,,,,,,,,,,,,,,,,,,
1793,Gossypetin 8-glucoside,,C21H20O13,480.09039073,C00005690,44259997,C1=CC(=C(C=C1C2=C(C(=O)C3=C(O2)C(=C(C=C3O)O)OC4C(C(C(C(O4)CO)O)O)O)O)O)O,,,,Rahma (RN),Abutilon indicum,,,,,,,,,,,,,,,,,,,,,,
1794,p-hydroxybezoic acid,,,,,,,,,,Rahma (RN),Abutilon indicum,,,,,,,,,https://www.researchgate.net/publication/223995527_Phytochemical_analysis_of_abutilon_Indicum,,,,,,,,,,,,,
